Ano;Código da IES;Nome da IES;Sigla da IES;Organização Acadêmica;Categoria Administrativa;Código do Curso;Código da Área;Área de Enquadramento;Modalidade de Ensino;Código do Município;Município do Curso;Sigla da UF;Concluintes Inscritos;Concluintes Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Conceito Enade (Contínuo);Conceito Enade (Faixa);;;
2016;451;CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM;CEULS;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;102632;38;SERVIÇO SOCIAL;Educação Presencial;1506807;SANTARÉM;PA;16;11;37,8727;2,0065;40,7000;1,5197;1,6414;2;;;
2016;2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;102638;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5107602;RONDONÓPOLIS;MT;39;28;40,8000;2,9060;40,9750;2,3473;2,4870;3;;;
2016;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pessoa Jurídica de Direito Público - Federal;102665;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4106902;CURITIBA;PR;168;142;50,4218;3,7524;52,8310;3,8568;3,8307;4;;;
2016;5;UNIVERSIDADE FEDERAL DO PIAUÍ;UFPI;Universidade;Pessoa Jurídica de Direito Público - Federal;102675;5;MEDICINA VETERINÁRIA;Educação Presencial;2201903;BOM JESUS;PI;34;29;34,0759;0,5061;43,5828;1,5801;1,3116;2;;;
2016;823;UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;Universidade;Privada sem fins lucrativos;102686;38;SERVIÇO SOCIAL;Educação Presencial;2111300;SÃO LUÍS;MA;145;139;41,4129;2,5008;48,3288;2,2805;2,3356;3;;;
2016;1869;CENTRO UNIVERSITÁRIO DE ITAJUBÁ;FEPI;Centro Universitário;Privada sem fins lucrativos;102754;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3132404;ITAJUBÁ;MG;32;26;36,1115;1,4015;44,4000;2,5722;2,2795;3;;;
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;102772;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;4127700;TOLEDO;PR;39;36;36,4500;2,1936;41,1778;1,4737;1,6537;2;;;
2016;730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;Universidade;Pessoa Jurídica de Direito Público - Estadual;102820;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4119905;PONTA GROSSA;PR;31;29;45,8621;3,0033;49,2931;3,3177;3,2391;4;;;
2016;437;UNIVERSIDADE PARANAENSE;UNIPAR;Universidade;Privada sem fins lucrativos;102822;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;4108809;GUAÍRA;PR;20;19;41,9737;3,4875;42,4474;1,6955;2,1435;3;;;
2016;23;UNIVERSIDADE FEEVALE;FEEVALE;Universidade;Privada sem fins lucrativos;102834;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4313409;NOVO HAMBURGO;RS;32;32;43,7844;2,6620;44,1937;2,5408;2,5711;3;;;
2016;1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Centro Universitário;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;102896;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;4115200;MARINGÁ;PR;137;133;44,2045;4,0101;49,1564;2,8677;3,1533;4;;;
2016;3933;FACULDADE MÉTODO DE SÃO PAULO;FAMESP;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;102968;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;41;35;40,1286;2,5338;43,5114;2,2737;2,3387;3;;;
2016;140;UNIVERSIDADE SEVERINO SOMBRA;USS;Universidade;Privada sem fins lucrativos;102998;19;FARMÁCIA;Educação Presencial;3306206;VASSOURAS;RJ;22;22;32,6227;0,4827;41,2773;1,1734;1,0007;2;;;
2016;376;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;0;Centro Universitário;Privada com fins lucrativos;103132;38;SERVIÇO SOCIAL;Educação Presencial;3550308;SÃO PAULO;SP;27;20;34,7100;1,5650;45,7700;2,0253;1,9102;2;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;103160;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3303906;PETRÓPOLIS;RJ;21;17;36,1000;2,0271;35,5294;0,8866;1,1717;2;;;
2016;4163;CENTRO UNIVERSITÁRIO BARRIGA VERDE;UNIBAVE;Centro Universitário;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;103178;19;FARMÁCIA;Educação Presencial;4211702;ORLEANS;SC;27;26;36,6769;1,0558;46,7077;1,8902;1,6816;2;;;
2016;163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Universidade;Privada com fins lucrativos;103196;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;16;16;42,2562;2,8015;38,9000;1,4723;1,8046;2;;;
2016;176;UNIVERSIDADE CASTELO BRANCO;UCB;Universidade;Privada sem fins lucrativos;103265;28;NUTRIÇÃO;Educação Presencial;3304557;RIO DE JANEIRO;RJ;111;98;43,8939;2,4315;48,5122;2,3545;2,3738;3;;;
2016;316;UNIVERSIDADE NOVE DE JULHO;UNINOVE;Universidade;Privada sem fins lucrativos;103280;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;3550308;SÃO PAULO;SP;7;7;38,9286;2,3829;35,7000;0,9162;1,2829;2;;;
2016;548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Universidade;Pessoa Jurídica de Direito Público - Federal;103301;17;AGRONOMIA;Educação Presencial;2103208;CHAPADINHA;MA;69;64;52,7062;3,5306;53,0578;1,6266;2,1026;3;;;
2016;548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Universidade;Pessoa Jurídica de Direito Público - Federal;103305;51;ZOOTECNIA;Educação Presencial;2103208;CHAPADINHA;MA;12;11;48,7091;3,3105;38,4364;2,1194;2,4172;3;;;
2016;548;UNIVERSIDADE FEDERAL DO MARANHÃO;UFMA;Universidade;Pessoa Jurídica de Direito Público - Federal;103309;23;ENFERMAGEM;Educação Presencial;2105302;IMPERATRIZ;MA;30;29;46,2241;2,7603;48,7172;3,2823;3,1518;4;;;
2016;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pessoa Jurídica de Direito Público - Federal;103346;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;4316907;SANTA MARIA;RS;67;58;45,8207;2,9965;49,9517;3,4181;3,3127;4;;;
2016;1082;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;103365;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;2408102;NATAL;RN;13;12;59,2167;4,6527;49,2000;3,2878;3,6290;4;;;
2016;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pessoa Jurídica de Direito Público - Federal;103376;17;AGRONOMIA;Educação Presencial;4308508;FREDERICO WESTPHALEN;RS;65;64;55,1234;3,9114;68,2125;3,8498;3,8652;4;;;
2016;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pessoa Jurídica de Direito Público - Federal;103404;51;ZOOTECNIA;Educação Presencial;4313706;PALMEIRA DAS MISSÕES;RS;29;29;42,6759;2,3973;34,3621;1,5789;1,7835;2;;;
2016;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;UFSM;Universidade;Pessoa Jurídica de Direito Público - Federal;103406;23;ENFERMAGEM;Educação Presencial;4313706;PALMEIRA DAS MISSÕES;RS;29;28;50,9000;3,3870;49,9929;3,4651;3,4456;4;;;
2016;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pessoa Jurídica de Direito Público - Federal;103439;38;SERVIÇO SOCIAL;Educação Presencial;4318002;SÃO BORJA;RS;33;28;42,8143;2,6964;65,8036;4,0231;3,6914;4;;;
2016;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pessoa Jurídica de Direito Público - Federal;103449;17;AGRONOMIA;Educação Presencial;4310603;ITAQUI;RS;41;41;48,8537;2,9236;60,4341;2,7087;2,7624;3;;;
2016;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pessoa Jurídica de Direito Público - Federal;103457;23;ENFERMAGEM;Educação Presencial;4322400;URUGUAIANA;RS;29;21;43,6238;2,4117;44,1190;2,6235;2,5705;3;;;
2016;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pessoa Jurídica de Direito Público - Federal;103459;19;FARMÁCIA;Educação Presencial;4322400;URUGUAIANA;RS;34;32;44,4500;2,1545;54,6469;2,9382;2,7423;3;;;
2016;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pessoa Jurídica de Direito Público - Federal;103461;36;FISIOTERAPIA;Educação Presencial;4322400;URUGUAIANA;RS;28;25;42,1600;2,2253;36,6680;2,4481;2,3924;3;;;
2016;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pessoa Jurídica de Direito Público - Estadual;103496;36;FISIOTERAPIA;Educação Presencial;2611101;PETROLINA;PE;22;21;53,4048;3,7874;44,5095;3,5827;3,6339;4;;;
2016;409;UNIVERSIDADE DE PERNAMBUCO;UPE;Universidade;Pessoa Jurídica de Direito Público - Estadual;103498;23;ENFERMAGEM;Educação Presencial;2611101;PETROLINA;PE;37;35;52,2657;3,5701;58,6486;4,7053;4,4215;5;;;
2016;4198;FACULDADE MINEIRENSE;FAMA;Faculdade ;Privada com fins lucrativos;103504;23;ENFERMAGEM;Educação Presencial;5213103;MINEIROS;GO;3;3;60,0667;4,6157;54,8667;4,1634;4,2765;5;;;
2016;4198;FACULDADE MINEIRENSE;FAMA;Faculdade ;Privada com fins lucrativos;103506;19;FARMÁCIA;Educação Presencial;5213103;MINEIROS;GO;16;15;39,7867;1,4953;44,4200;1,5883;1,5650;2;;;
2016;4198;FACULDADE MINEIRENSE;FAMA;Faculdade ;Privada com fins lucrativos;103508;36;FISIOTERAPIA;Educação Presencial;5213103;MINEIROS;GO;9;8;45,5125;2,6910;35,1625;2,2302;2,3454;3;;;
2016;4198;FACULDADE MINEIRENSE;FAMA;Faculdade ;Privada com fins lucrativos;103510;28;NUTRIÇÃO;Educação Presencial;5213103;MINEIROS;GO;23;21;41,2905;2,0841;48,0048;2,2978;2,2444;3;;;
2016;4198;FACULDADE MINEIRENSE;FAMA;Faculdade ;Privada com fins lucrativos;103512;6;ODONTOLOGIA;Educação Presencial;5213103;MINEIROS;GO;87;87;40,0506;1,2446;49,0954;1,2889;1,2779;2;;;
2016;3189;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS;IFMG;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;103592;51;ZOOTECNIA;Educação Presencial;3105103;BAMBUÍ;MG;24;23;48,3217;3,2518;39,2435;2,2265;2,4828;3;;;
2016;967;FACULDADE DE TECNOLOGIA DE TAQUARITINGA;FATEC/TQ;Faculdade ;Pessoa Jurídica de Direito Público - Estadual;103594;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;3553708;TAQUARITINGA;SP;124;103;43,0136;3,2833;41,6835;2,4771;2,6787;3;;;
2016;6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Universidade;Pessoa Jurídica de Direito Público - Federal;103596;12;MEDICINA;Educação Presencial;3146107;OURO PRETO;MG;75;73;66,1452;4,1464;68,6877;2,7945;3,1325;4;;;
2016;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;UNISUAM;Centro Universitário;Privada sem fins lucrativos;103950;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3304557;RIO DE JANEIRO;RJ;152;123;38,3577;1,7705;41,4789;2,1271;2,0380;3;;;
2016;2336;FACULDADE MONTES BELOS;FMB;Faculdade ;Privada com fins lucrativos;103956;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5220108;SÃO LUÍS DE MONTES BELOS;GO;6;6;40,8667;2,9174;34,1167;1,0904;1,5472;2;;;
2016;2794;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO;FAIESP;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;104051;23;ENFERMAGEM;Educação Presencial;5107602;RONDONÓPOLIS;MT;51;46;37,5109;1,5923;39,6870;1,9884;1,8894;2;;;
2016;2365;FACULDADE CATÓLICA DO TOCANTINS;FACTO;Faculdade ;Privada sem fins lucrativos;104096;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;1721000;PALMAS;TO;21;20;39,4450;1,9121;42,5100;2,1116;2,0617;3;;;
2016;449;UNIVERSIDADE LUTERANA DO BRASIL;ULBRA;Universidade;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;104154;36;FISIOTERAPIA;Educação Presencial;4316907;SANTA MARIA;RS;15;15;40,5533;2,0021;34,3733;2,1160;2,0875;3;;;
2016;577;UNIVERSIDADE FEDERAL DE ALAGOAS;UFAL;Universidade;Pessoa Jurídica de Direito Público - Federal;104158;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;2704302;MACEIÓ;AL;94;64;41,9688;2,3637;45,7281;2,7746;2,6718;3;;;
2016;3741;FACULDADE DE EDUCAÇÃO DE BACABAL - FEBAC;FEBAC;Faculdade ;Privada com fins lucrativos;104180;23;ENFERMAGEM;Educação Presencial;2101202;BACABAL;MA;20;19;41,3895;2,1122;40,2053;2,0627;2,0751;3;;;
2016;4277;FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS;ESTÁCIO AMAZONAS;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;104250;28;NUTRIÇÃO;Educação Presencial;1302603;MANAUS;AM;43;39;39,7103;1,8733;39,2077;1,3144;1,4541;2;;;
2016;4277;FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS;ESTÁCIO AMAZONAS;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;104252;23;ENFERMAGEM;Educação Presencial;1302603;MANAUS;AM;226;204;35,8941;1,3756;33,2152;1,0612;1,1398;2;;;
2016;1420;FACULDADES DE DRACENA;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;104259;38;SERVIÇO SOCIAL;Educação Presencial;3514403;DRACENA;SP;18;16;44,2125;2,8916;57,1688;3,1620;3,0944;4;;;
2016;4277;FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS;ESTÁCIO AMAZONAS;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;104272;55;BIOMEDICINA;Educação Presencial;1302603;MANAUS;AM;67;50;44,1260;1,5315;32,1100;0,8756;1,0395;2;;;
2016;4277;FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS;ESTÁCIO AMAZONAS;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;104276;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;1302603;MANAUS;AM;67;48;32,9354;1,6290;33,8479;0,5944;0,8530;1;;;
2016;4613;FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE;FAEMA;Faculdade ;Privada com fins lucrativos;104306;23;ENFERMAGEM;Educação Presencial;1100023;ARIQUEMES;RO;24;24;43,6625;2,4169;41,7542;2,2846;2,3177;3;;;
2016;4613;FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE;FAEMA;Faculdade ;Privada com fins lucrativos;104308;19;FARMÁCIA;Educação Presencial;1100023;ARIQUEMES;RO;26;25;38,0320;1,2473;44,6560;1,6194;1,5264;2;;;
2016;4613;FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE;FAEMA;Faculdade ;Privada com fins lucrativos;104312;36;FISIOTERAPIA;Educação Presencial;1100023;ARIQUEMES;RO;13;13;38,0077;1,6485;28,2154;1,2250;1,3308;2;;;
2016;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;UNIPAMPA;Universidade;Pessoa Jurídica de Direito Público - Federal;104356;51;ZOOTECNIA;Educação Presencial;4306601;DOM PEDRITO;RS;4;3;38,0667;1,6996;30,7333;1,0976;1,2481;2;;;
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;104364;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;1302603;MANAUS;AM;13;12;58,6667;5,0000;54,2333;4,0704;4,3028;5;;;
2016;4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Universidade;Pessoa Jurídica de Direito Público - Federal;104366;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;1302603;MANAUS;AM;19;15;43,3667;2,5934;47,5000;3,0445;2,9317;3;;;
2016;2194;FACULDADE ANHANGUERA DO RIO GRANDE;0;Faculdade ;Privada com fins lucrativos;104382;36;FISIOTERAPIA;Educação Presencial;4315602;RIO GRANDE;RS;60;52;34,4654;1,1564;33,0904;1,9304;1,7369;2;;;
2016;1578;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;IFSul;Instituto Federal de Educação, Ciência e Tecnologia;Pessoa Jurídica de Direito Público - Federal;104444;92;TECNOLOGIA EM GESTÃO AMBIENTAL;Educação Presencial;4314407;PELOTAS;RS;13;0;;;;;;SC;;;
2016;2147;FACULDADE METROPOLITANA DE MANAUS;FAMETRO;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;104478;23;ENFERMAGEM;Educação Presencial;1302603;MANAUS;AM;168;151;35,9980;1,3895;34,5874;1,2578;1,2907;2;;;
2016;2147;FACULDADE METROPOLITANA DE MANAUS;FAMETRO;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;104480;28;NUTRIÇÃO;Educação Presencial;1302603;MANAUS;AM;121;113;41,3752;2,0954;40,2805;1,4343;1,5996;2;;;
2016;2581;FACULDADE SÃO SALVADOR;FSS;Faculdade ;Privada com fins lucrativos;104494;36;FISIOTERAPIA;Educação Presencial;2927408;SALVADOR;BA;18;18;35,6056;1,3148;27,7000;1,1504;1,1915;2;;;
2016;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;UTFPR;Universidade;Pessoa Jurídica de Direito Público - Federal;104532;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;4106902;CURITIBA;PR;73;55;55,6345;4,4844;55,3145;4,3248;4,3647;5;;;
2016;1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;Faculdade ;Privada sem fins lucrativos;104534;23;ENFERMAGEM;Educação Presencial;1506807;SANTARÉM;PA;63;60;41,3450;2,1063;37,2150;1,6342;1,7523;2;;;
2016;1672;INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;Faculdade ;Privada sem fins lucrativos;104536;19;FARMÁCIA;Educação Presencial;1506807;SANTARÉM;PA;52;52;43,2135;1,9797;50,1404;2,3434;2,2525;3;;;
2016;2773;FACULDADE DE MACAPÁ;FAMA;Faculdade ;Privada sem fins lucrativos;104538;6;ODONTOLOGIA;Educação Presencial;1600303;MACAPÁ;AP;45;40;43,6200;1,8003;56,4900;2,2995;2,1747;3;;;
2016;688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Universidade;Pessoa Jurídica de Direito Público - Estadual;104584;19;FARMÁCIA;Educação Presencial;2918001;JEQUIÉ;BA;24;23;55,3478;3,6950;60,8565;3,7579;3,7422;4;;;
2016;3987;FACULDADE UNIÃO DE GOYAZES;FUG;Faculdade ;Privada com fins lucrativos;104600;23;ENFERMAGEM;Educação Presencial;5221403;TRINDADE;GO;44;44;34,8227;1,2320;28,8227;0,4318;0,6318;1;;;
2016;3987;FACULDADE UNIÃO DE GOYAZES;FUG;Faculdade ;Privada com fins lucrativos;104604;28;NUTRIÇÃO;Educação Presencial;5221403;TRINDADE;GO;11;11;34,5000;1,1780;47,4091;2,2312;1,9679;3;;;
2016;3987;FACULDADE UNIÃO DE GOYAZES;FUG;Faculdade ;Privada com fins lucrativos;104606;19;FARMÁCIA;Educação Presencial;5221403;TRINDADE;GO;28;27;38,9519;1,3773;48,4037;2,1141;1,9299;2;;;
2016;2288;FACULDADE ALMEIDA RODRIGUES;FAR;Faculdade ;Privada com fins lucrativos;104608;90;TECNOLOGIA EM AGRONEGÓCIOS;Educação Presencial;5218805;RIO VERDE;GO;29;29;35,8207;2,0573;40,7655;2,3089;2,2460;3;;;
2016;3252;FACULDADE QUIRINÓPOLIS;FAQUI;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;104648;23;ENFERMAGEM;Educação Presencial;5218508;QUIRINÓPOLIS;GO;26;24;34,6333;1,2066;32,8250;1,0052;1,0556;2;;;
2016;1350;FACULDADE DO VALE DO JAGUARIBE;FVJ;Faculdade ;Privada com fins lucrativos;104722;23;ENFERMAGEM;Educação Presencial;2301109;ARACATI;CE;125;120;36,2692;1,4259;34,6592;1,2680;1,3075;2;;;
2016;712;CENTRO UNIVERSITÁRIO HERMÍNIO DA SILVEIRA;UNI IBMR;Centro Universitário;Privada com fins lucrativos;104746;55;BIOMEDICINA;Educação Presencial;3304557;RIO DE JANEIRO;RJ;63;56;50,4196;2,4221;41,3250;2,2407;2,2861;3;;;
2016;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Universidade;Pessoa Jurídica de Direito Público - Estadual;104808;23;ENFERMAGEM;Educação Presencial;2109908;SANTA INÊS;MA;26;26;49,8577;3,2473;46,3192;2,9387;3,0159;4;;;
2016;4656;FACULDADE ANHANGÜERA DE PIRACICABA;0;Faculdade ;Privada com fins lucrativos;104838;23;ENFERMAGEM;Educação Presencial;3538709;PIRACICABA;SP;66;63;40,3460;1,9724;37,0032;1,6039;1,6960;2;;;
2016;4655;FACULDADE ANHANGÜERA DE SOROCABA;FSO;Faculdade ;Privada com fins lucrativos;104846;36;FISIOTERAPIA;Educação Presencial;3552205;SOROCABA;SP;33;32;41,6656;2,1566;40,4719;2,9985;2,7880;3;;;
2016;4656;FACULDADE ANHANGÜERA DE PIRACICABA;0;Faculdade ;Privada com fins lucrativos;104851;36;FISIOTERAPIA;Educação Presencial;3538709;PIRACICABA;SP;30;29;44,3828;2,5341;35,4931;2,2780;2,3421;3;;;
2016;2917;FACULDADE BRASIL NORTE;FABRAN;Faculdade ;Privada sem fins lucrativos;104884;91;TECNOLOGIA EM GESTÃO HOSPITALAR;Educação Presencial;1600303;MACAPÁ;AP;25;25;37,8040;1,0360;37,4440;1,1262;1,1036;2;;;
2016;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade ;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;105068;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;3103504;ARAGUARI;MG;44;35;36,7543;1,5071;41,9486;2,1987;2,0258;3;;;
2016;14263;Faculdade Presidente Antônio Carlos de Itajubá;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;105082;23;ENFERMAGEM;Educação Presencial;3132404;ITAJUBÁ;MG;12;11;38,3273;1,7018;39,8909;2,0177;1,9387;2;;;
2016;3987;FACULDADE UNIÃO DE GOYAZES;FUG;Faculdade ;Privada com fins lucrativos;105172;36;FISIOTERAPIA;Educação Presencial;5221403;TRINDADE;GO;19;19;34,8526;1,2102;28,2368;1,2281;1,2236;2;;;
2016;3987;FACULDADE UNIÃO DE GOYAZES;FUG;Faculdade ;Privada com fins lucrativos;105174;3501;EDUCAÇÃO FÍSICA (BACHARELADO);Educação Presencial;5221403;TRINDADE;GO;90;81;35,1765;1,2479;35,4272;1,2051;1,2158;2;;;
2016;3610;FACULDADES INTEGRADAS PROMOVE DE BRASILIA;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;105310;55;BIOMEDICINA;Educação Presencial;5300108;BRASÍLIA;DF;31;25;49,8240;2,3378;42,6960;2,4439;2,4173;3;;;
2016;3610;FACULDADES INTEGRADAS PROMOVE DE BRASILIA;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;105312;23;ENFERMAGEM;Educação Presencial;5300108;BRASÍLIA;DF;110;104;37,9308;1,6486;37,1192;1,6205;1,6275;2;;;
2016;15468;Faculdade Presidente Antônio Carlos de Leopoldina;0;Faculdade ;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;105416;55;BIOMEDICINA;Educação Presencial;3138401;LEOPOLDINA;MG;9;9;42,1333;1,2496;41,4556;2,2601;2,0074;3;;;
2016;124;CENTRO UNIVERSITÁRIO DE ARARAQUARA;UNIARA;Centro Universitário;Privada sem fins lucrativos;105434;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;Educação Presencial;3503208;ARARAQUARA;SP;69;68;40,9662;3,2515;48,6926;2,7867;2,9029;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;105454;55;BIOMEDICINA;Educação Presencial;3506003;BAURU;SP;4;4;58,7250;3,5973;65,2750;5,0000;4,6493;5;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;105456;55;BIOMEDICINA;Educação Presencial;5208707;GOIÂNIA;GO;67;63;47,3524;1,9881;44,3651;2,6911;2,5154;3;;;
2016;322;UNIVERSIDADE PAULISTA;UNIP;Universidade;Privada sem fins lucrativos;105458;55;BIOMEDICINA;Educação Presencial;3550308;SÃO PAULO;SP;16;14;62,1929;4,0880;55,3643;4,3206;4,2625;5;;;
2016;3396;FACULDADE LS;FACELS;Faculdade ;Privada com fins lucrativos;105514;69;TECNOLOGIA EM RADIOLOGIA;Educação Presencial;5300108;BRASÍLIA;DF;29;28;38,4107;2,3177;36,0321;0,9739;1,3099;2;;;
2016;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;CEUNIH;Centro Universitário;Privada sem fins lucrativos;105516;55;BIOMEDICINA;Educação Presencial;3106200;BELO HORIZONTE;MG;24;19;51,9842;2,6435;41,4053;2,2526;2,3503;3;;;
